id,origin,surface,category,name,kind,in_default_scope,status,availability,support,numpy_signature,numsharp_target,numsharp_signatures,numsharp_source_paths,numsharp_source_urls,numsharp_obsolete,notes,documentation_url
numsharp.ndarray.roll,numsharp,ndarray,NumSharp-only APIs,roll,method,False,extension,extension,extension,,NumSharp.NDArray.roll,"NumSharp.NDArray roll(int shift) | NumSharp.NDArray roll(int shift, int axis) | NumSharp.NDArray roll(long shift) | NumSharp.NDArray roll(long shift, int axis)",src/NumSharp.Core/Manipulation/NDArray.roll.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NDArray.roll.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetAtIndex,numsharp,ndarray,NumSharp-only APIs,SetAtIndex,method,False,extension,extension,extension,,NumSharp.NDArray.SetAtIndex,"void SetAtIndex(T value, long index) | void SetAtIndex(object obj, long index)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetBoolean,numsharp,ndarray,NumSharp-only APIs,SetBoolean,method,False,extension,extension,extension,,NumSharp.NDArray.SetBoolean,"void SetBoolean(bool value, int[] indices) | void SetBoolean(bool value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetByte,numsharp,ndarray,NumSharp-only APIs,SetByte,method,False,extension,extension,extension,,NumSharp.NDArray.SetByte,"void SetByte(byte value, int[] indices) | void SetByte(byte value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetChar,numsharp,ndarray,NumSharp-only APIs,SetChar,method,False,extension,extension,extension,,NumSharp.NDArray.SetChar,"void SetChar(char value, int[] indices) | void SetChar(char value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetComplex,numsharp,ndarray,NumSharp-only APIs,SetComplex,method,False,extension,extension,extension,,NumSharp.NDArray.SetComplex,"void SetComplex(System.Numerics.Complex value, int[] indices) | void SetComplex(System.Numerics.Complex value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetData,numsharp,ndarray,NumSharp-only APIs,SetData,method,False,extension,extension,extension,,NumSharp.NDArray.SetData,"void SetData(NumSharp.Backends.Unmanaged.IArraySlice value, int[] indices) | void SetData(NumSharp.Backends.Unmanaged.IArraySlice value, params long[] indices) | void SetData(NumSharp.NDArray value, int[] indices) | void SetData(NumSharp.NDArray value, params long[] indices) | void SetData(object value, int[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetDecimal,numsharp,ndarray,NumSharp-only APIs,SetDecimal,method,False,extension,extension,extension,,NumSharp.NDArray.SetDecimal,"void SetDecimal(decimal value, int[] indices) | void SetDecimal(decimal value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetDouble,numsharp,ndarray,NumSharp-only APIs,SetDouble,method,False,extension,extension,extension,,NumSharp.NDArray.SetDouble,"void SetDouble(double value, int[] indices) | void SetDouble(double value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetHalf,numsharp,ndarray,NumSharp-only APIs,SetHalf,method,False,extension,extension,extension,,NumSharp.NDArray.SetHalf,"void SetHalf(System.Half value, int[] indices) | void SetHalf(System.Half value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetIndices,numsharp,ndarray,NumSharp-only APIs,SetIndices,method,False,extension,extension,extension,,NumSharp.NDArray.SetIndices,"void SetIndices(NumSharp.NDArray values, NumSharp.NDArray[] indices)",src/NumSharp.Core/Selection/NDArray.Indexing.Selection.Setter.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Selection/NDArray.Indexing.Selection.Setter.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetInt16,numsharp,ndarray,NumSharp-only APIs,SetInt16,method,False,extension,extension,extension,,NumSharp.NDArray.SetInt16,"void SetInt16(short value, int[] indices) | void SetInt16(short value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetInt32,numsharp,ndarray,NumSharp-only APIs,SetInt32,method,False,extension,extension,extension,,NumSharp.NDArray.SetInt32,"void SetInt32(int value, int[] indices) | void SetInt32(int value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetInt64,numsharp,ndarray,NumSharp-only APIs,SetInt64,method,False,extension,extension,extension,,NumSharp.NDArray.SetInt64,"void SetInt64(long value, int[] indices) | void SetInt64(long value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetSByte,numsharp,ndarray,NumSharp-only APIs,SetSByte,method,False,extension,extension,extension,,NumSharp.NDArray.SetSByte,"void SetSByte(sbyte value, int[] indices) | void SetSByte(sbyte value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetSingle,numsharp,ndarray,NumSharp-only APIs,SetSingle,method,False,extension,extension,extension,,NumSharp.NDArray.SetSingle,"void SetSingle(float value, int[] indices) | void SetSingle(float value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetString,numsharp,ndarray,NumSharp-only APIs,SetString,method,False,extension,extension,extension,,NumSharp.NDArray.SetString,"void SetString(string value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.String.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.String.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetStringAt,numsharp,ndarray,NumSharp-only APIs,SetStringAt,method,False,extension,extension,extension,,NumSharp.NDArray.SetStringAt,"void SetStringAt(string value, long offset)",src/NumSharp.Core/Backends/NDArray.String.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.String.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetUInt16,numsharp,ndarray,NumSharp-only APIs,SetUInt16,method,False,extension,extension,extension,,NumSharp.NDArray.SetUInt16,"void SetUInt16(ushort value, int[] indices) | void SetUInt16(ushort value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetUInt32,numsharp,ndarray,NumSharp-only APIs,SetUInt32,method,False,extension,extension,extension,,NumSharp.NDArray.SetUInt32,"void SetUInt32(uint value, int[] indices) | void SetUInt32(uint value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetUInt64,numsharp,ndarray,NumSharp-only APIs,SetUInt64,method,False,extension,extension,extension,,NumSharp.NDArray.SetUInt64,"void SetUInt64(ulong value, int[] indices) | void SetUInt64(ulong value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.SetValue,numsharp,ndarray,NumSharp-only APIs,SetValue,method,False,extension,extension,extension,,NumSharp.NDArray.SetValue,"void SetValue(T value, int[] indices) | void SetValue(T value, params long[] indices) | void SetValue(object value, int[] indices) | void SetValue(object value, params long[] indices)",src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.TensorEngine,numsharp,ndarray,NumSharp-only APIs,TensorEngine,property,False,extension,extension,extension,,NumSharp.NDArray.TensorEngine,NumSharp.TensorEngine TensorEngine { get; set; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.ToArray,numsharp,ndarray,NumSharp-only APIs,ToArray,method,False,extension,extension,extension,,NumSharp.NDArray.ToArray,T[] ToArray(),src/NumSharp.Core/Casting/NdArrayToMultiDimArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Casting/NdArrayToMultiDimArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.ToJaggedArray,numsharp,ndarray,NumSharp-only APIs,ToJaggedArray,method,False,extension,extension,extension,,NumSharp.NDArray.ToJaggedArray,System.Array ToJaggedArray(),src/NumSharp.Core/Casting/NdArrayToJaggedArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Casting/NdArrayToJaggedArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.ToMuliDimArray,numsharp,ndarray,NumSharp-only APIs,ToMuliDimArray,method,False,extension,extension,extension,,NumSharp.NDArray.ToMuliDimArray,System.Array ToMuliDimArray(),src/NumSharp.Core/Casting/NdArrayToMultiDimArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Casting/NdArrayToMultiDimArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.ToString,numsharp,ndarray,NumSharp-only APIs,ToString,method,False,extension,extension,extension,,NumSharp.NDArray.ToString,string ToString() | string ToString(bool flat),src/NumSharp.Core/Casting/NdArray.ToString.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Casting/NdArray.ToString.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.typecode,numsharp,ndarray,NumSharp-only APIs,typecode,property,False,extension,extension,extension,,NumSharp.NDArray.typecode,NumSharp.NPTypeCode typecode { get; },src/NumSharp.Core/Backends/NDArray.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.unique,numsharp,ndarray,NumSharp-only APIs,unique,method,False,extension,extension,extension,,NumSharp.NDArray.unique,"NumSharp.NDArray unique() | NumSharp.NDArray[] unique(bool return_index, bool return_inverse = false, bool return_counts = false, int? axis = null, bool equal_nan = true)",src/NumSharp.Core/Manipulation/NDArray.unique.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/NDArray.unique.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.Unsafe,numsharp,ndarray,NumSharp-only APIs,Unsafe,property,False,extension,extension,extension,,NumSharp.NDArray.Unsafe,NumSharp.NDArray+_Unsafe Unsafe { get; },src/NumSharp.Core/Backends/NDArray.Unmanaged.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Backends/NDArray.Unmanaged.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.ndarray.vstack,numsharp,ndarray,NumSharp-only APIs,vstack,method,False,extension,extension,extension,,NumSharp.NDArray.vstack,NumSharp.NDArray vstack(params NumSharp.NDArray[] tup),src/NumSharp.Core/Creation/NdArray.VStack.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/NdArray.VStack.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.np.are_broadcastable,numsharp,np,NumSharp-only APIs,are_broadcastable,method,False,extension,extension,extension,,NumSharp.np.are_broadcastable,"bool are_broadcastable(NumSharp.NDArray lhs, NumSharp.NDArray rhs) | bool are_broadcastable(long[] shape1, long[] shape2) | bool are_broadcastable(params NumSharp.NDArray[] ndArrays) | bool are_broadcastable(params NumSharp.Shape[] shapes) | bool are_broadcastable(params int[][] shapes)",src/NumSharp.Core/Creation/np.are_broadcastable.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Creation/np.are_broadcastable.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.np.asscalar,numsharp,np,NumSharp-only APIs,asscalar,method,False,extension,extension,extension,,NumSharp.np.asscalar,T asscalar(NumSharp.Backends.Unmanaged.ArraySlice<T> arr) | T asscalar(NumSharp.Backends.Unmanaged.IArraySlice arr) | T asscalar(NumSharp.NDArray nd) | T asscalar(System.Array arr) | object asscalar(NumSharp.NDArray nd) | object asscalar(System.Array arr),src/NumSharp.Core/Manipulation/np.asscalar.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Manipulation/np.asscalar.cs,True,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.np.average_returned,numsharp,np,NumSharp-only APIs,average_returned,method,False,extension,extension,extension,,NumSharp.np.average_returned,"System.ValueTuple<NumSharp.NDArray, NumSharp.NDArray> average_returned(NumSharp.NDArray a, int? axis = null, NumSharp.NDArray weights = null, bool keepdims = false) | System.ValueTuple<NumSharp.NDArray, NumSharp.NDArray> average_returned(NumSharp.NDArray a, int[] axis, NumSharp.NDArray weights = null, bool keepdims = false)",src/NumSharp.Core/Statistics/np.average.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/Statistics/np.average.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
numsharp.np.BackendEngine,numsharp,np,NumSharp-only APIs,BackendEngine,property,False,extension,extension,extension,,NumSharp.np.BackendEngine,NumSharp.BackendType BackendEngine { get; set; },src/NumSharp.Core/APIs/np.cs,https://github.com/SciSharp/NumSharp/blob/master/src/NumSharp.Core/APIs/np.cs,False,NumSharp-only public API with no matching export on the compared NumPy surface.,
